zip,surge_cat1_share,surge_cat3_share
22031,0,0
22032,0,0
22033,0,0
22035,0,0
22039,0,0
22041,0,0
22042,0,0
22043,0,0
22044,0,0
22046,0,0
22060,0.0217,0.0621
22066,0,0
22079,0.0196,0.0507
22101,0,0
22102,0,0
22124,0,0
22125,0.0683,0.12
22134,0.00633,0.0192
22150,0,0
22151,0,0
22152,0,0
22153,0,0
22172,0.00529,0.00692
22180,0,0
22181,0,0
22182,0,0
22191,0.0727,0.121
22192,0.000539,0.00135
22193,0,0
22201,0,0
22202,0.0138,0.17
22203,0,0
22204,0,0
22205,0,0
22206,0,0.00125
22207,0,0
22209,0.0138,0.0586
22211,0,0
22213,0,0
22214,0,0
22301,0,0
22302,0,0
22303,0.00807,0.0726
22304,0,0
22305,0.0213,0.0873
22306,0.00229,0.00876
22307,0.143,0.285
22308,0.014,0.0478
22309,0.00687,0.044
22310,0,0
22311,0,0
22312,0,0
22314,0.0314,0.142
22315,0,0
22401,0,0
22405,0.00961,0.0208
22406,0,0
22407,0,0
22408,0.0082,0.0186
22427,0,0
22432,0.00828,0.0397
22433,0,0
22435,0.00502,0.0257
22436,0.000896,0.0026
22437,0.00162,0.00605
22438,0.0743,0.143
22443,0.0269,0.0844
22448,0.0431,0.154
22454,0.0273,0.072
22460,0.00991,0.0445
22469,0.00916,0.0801
22472,0,0
22473,0.0138,0.0628
22476,0,0
22480,0.00531,0.0382
22482,0.11,0.306
22485,0.0191,0.0391
22488,0.011,0.105
22503,0.0321,0.0703
22504,0.0107,0.0204
22508,0,0
22509,0.109,0.158
22511,0.0708,0.231
22514,0,0
22520,0.0111,0.0507
22529,0,0
22534,0,0
22535,0.00845,0.0173
22538,0.0513,0.0655
22539,0.045,0.232
22542,0,0
22546,0,0
22548,0.0869,0.292
22551,0,0
22553,0,0
22554,0.0224,0.0412
22556,0,0
22560,0.0331,0.054
22567,0,0
22572,0.0471,0.105
22576,0.0164,0.0612
22578,0.183,0.487
22580,0,0
22601,0,0
22602,0,0
22603,0,0
22610,0,0
22611,0,0
22620,0,0
22623,0,0
22624,0,0
22625,0,0
22627,0,0
22630,0,0
22637,0,0
22639,0,0
22640,0,0
22641,0,0
22642,0,0
22643,0,0
22644,0,0
22645,0,0
22646,0,0
22650,0,0
22652,0,0
22654,0,0
22655,0,0
22656,0,0
22657,0,0
22660,0,0
22663,0,0
22664,0,0
22701,0,0
22709,0,0
22711,0,0
22712,0,0
22713,0,0
22714,0,0
22715,0,0
22716,0,0
22718,0,0
22719,0,0
22720,0,0
22722,0,0
22723,0,0
22724,0,0
22725,0,0
22726,0,0
22727,0,0
22728,0,0
22729,0,0
22730,0,0
22731,0,0
22732,0,0
22733,0,0
22734,0,0
22735,0,0
22736,0,0
22737,0,0
22738,0,0
22740,0,0
22741,0,0
22742,0,0
22743,0,0
22746,0,0
22747,0,0
22749,0,0
22801,0,0
22802,0,0
22807,0,0
22810,0,0
22811,0,0
22812,0,0
22815,0,0
22820,0,0
22821,0,0
22824,0,0
22827,0,0
22830,0,0
22831,0,0
22832,0,0
22834,0,0
22835,0,0
22840,0,0
22841,0,0
22842,0,0
22843,0,0
22844,0,0
22845,0,0
22846,0,0
22847,0,0
22849,0,0
22850,0,0
22851,0,0
22853,0,0
22901,0,0
22902,0,0
22903,0,0
22904,0,0
22908,0,0
22911,0,0
22920,0,0
22922,0,0
22923,0,0
22931,0,0
22932,0,0
22935,0,0
22936,0,0
22937,0,0
22938,0,0
22939,0,0
22940,0,0
22942,0,0
22943,0,0
22946,0,0
22947,0,0
22948,0,0
22949,0,0
22952,0,0
22957,0,0
22958,0,0
22959,0,0
22960,0,0
22963,0,0
22964,0,0
22967,0,0
22968,0,0
22969,0,0
22971,0,0
22972,0,0
22973,0,0
22974,0,0
22976,0,0
22980,0,0
22989,0,0
23002,0,0
23004,0,0
23005,0,0
23009,0.00216,0.00468
23011,0.0486,0.0694
23015,0,0
23021,0.017,1
23022,0,0
23023,0,0
23024,0,0
23025,0.258,0.995
23027,0,0
23030,0.0493,0.112
23032,0,0.00818
23035,0.0281,0.334
23038,0,0
23039,0,0
23040,0,0
23043,0.081,0.296
23045,0.728,0.939
23047,0,0
23050,0.00885,0.282
23055,0,0
23056,0.418,0.992
23059,0,0
23060,0,0
23061,0.117,0.238
23062,0.0444,0.26
23063,0,0
23065,0,0
23066,0.288,0.892
23068,0.0562,0.29
23069,0,0
23070,0.00997,0.0316
23071,0.0252,0.0806
23072,0.452,0.693
23075,0,0
23076,0.267,0.976
23079,0.0199,0.0441
23081,0.706,0.849
23083,0,0
23084,0,0
23085,0.0107,0.0211
23086,0.0348,0.0653
23089,0.118,0.173
23091,0.0419,0.0787
23092,0.00638,0.0232
23093,0,0
23102,0,0
23103,0,0
23106,0.0032,0.0781
23108,0,0
23109,0.252,0.972
23110,0.0794,0.163
23111,0.00742,0.0159
23112,0,0
23113,0,0
23114,0,0
23116,0,0.000716
23117,0,0
23119,0.601,0.898
23120,0,0
23123,0,0
23124,0.0502,0.0726
23126,0,0
23128,0.357,0.831
23129,0,0
23130,0.882,0.887
23138,0.668,0.987
23139,0,0
23140,0.00648,0.0409
23141,0,0
23146,0,0
23147,0,0
23148,0.00486,0.0101
23149,0.0181,0.0398
23150,0,0
23153,0,0
23156,0.109,0.203
23160,0,0
23161,0.000564,0.00902
23163,0.596,0.958
23168,0.0334,0.0592
23169,0.0316,0.0691
23173,0,0
23175,0.0196,0.0748
23176,0.0232,0.0425
23177,0.0457,0.0688
23180,0.0581,0.162
23181,0.171,0.273
23185,0.0619,0.134
23188,0.0671,0.105
23192,0,0
23219,0,0.0139
23220,0,0
23221,0,0
23222,0,0
23223,0,0.00221
23224,0.0025,0.0362
23225,0,0
23226,0,0
23227,0,0
23228,0,0
23229,0,0
23230,0,0
23231,0.0243,0.0511
23233,0,0
23234,0.00289,0.0158
23235,0,0
23236,0,0
23237,0.0106,0.039
23238,0,0
23250,0,0
23284,0,0
23294,0,0
23298,0,0
23301,0.381,0.543
23302,0.211,0.413
23303,0.0486,0.115
23304,0.48,0.654
23306,0.18,0.443
23307,0.285,0.336
23308,0.434,0.577
23310,0.114,0.323
23314,0.24,0.352
23315,0,0
23316,0.00482,0.0289
23320,0.181,0.407
23321,0.0256,0.208
23322,0.0777,0.582
23323,0.021,0.179
23324,0.0838,0.367
23325,0.038,0.202
23336,0.843,0.902
23337,0.313,0.401
23347,0.0471,0.21
23350,0.0835,0.17
23354,0.0258,0.0844
23356,0.435,0.727
23357,0.0151,0.0904
23358,0.714,0.969
23359,0.324,0.601
23389,0.148,0.96
23395,0.15,0.351
23398,0.132,0.676
23401,0,0
23405,0.103,0.213
23407,0.193,0.291
23408,0.557,0.69
23409,0.719,0.871
23410,0.156,0.347
23413,0.246,0.294
23414,0,0
23415,0.124,0.221
23416,0.0128,0.0867
23417,0.287,0.539
23418,0.458,0.61
23420,0.162,0.322
23421,0.202,0.38
23422,0.044,0.533
23423,0.491,0.58
23426,0.933,0.957
23427,0.854,0.87
23430,0.0401,0.0739
23432,0.104,0.245
23433,0.119,0.303
23434,0.0181,0.0305
23435,0.0703,0.185
23436,0.097,0.313
23437,0.00157,0.0175
23438,0,0
23440,0.426,0.426
23441,0,0
23442,0.0706,0.293
23451,0.113,0.778
23452,0.0377,0.456
23453,0.000873,0.487
23454,0.0886,0.511
23455,0.028,0.241
23456,0.256,0.731
23457,0.414,0.829
23459,0.0917,0.846
23460,0,0.0452
23461,0.756,0.95
23462,0.0147,0.291
23464,0.0209,0.273
23480,0.856,0.869
23486,0.164,0.471
23487,0,0
23488,0.264,0.764
23502,0.0295,0.613
23503,0.0903,0.663
23504,0.0707,0.746
23505,0.0791,0.745
23507,0.0672,0.979
23508,0.115,0.891
23509,0.118,0.951
23510,0.15,0.805
23511,0.0865,0.873
23513,0.0235,0.629
23517,0,0.838
23518,0.0709,0.817
23523,0.085,0.536
23551,0.00545,0.927
23601,0.000356,0.00498
23602,0.0396,0.0704
23603,0.00722,0.0205
23604,0.482,0.683
23605,0.00289,0.464
23606,0.0164,0.046
23607,0.0476,0.408
23608,0.0438,0.0838
23651,0.742,0.947
23661,0.0588,0.913
23662,0.78,0.926
23663,0.0593,0.996
23664,0.736,0.947
23665,0.554,0.92
23666,0.0903,0.523
23667,0.0874,1
23668,0.218,0.983
23669,0.337,0.976
23681,0.33,0.982
23690,0.00667,0.0214
23691,0.0404,0.0936
23692,0.153,0.391
23693,0.0702,0.321
23696,0.568,0.957
23701,0.0375,0.587
23702,0.0376,0.814
23703,0.055,0.405
23704,0.081,0.895
23707,0.0517,0.913
23708,0.123,1
23709,0.106,0.924
23801,0,0
23803,0,0.00165
23805,0,0
23821,0,0
23824,0,0
23827,0,0
23828,0,0
23829,0,0
23830,0,0
23831,0,0
23832,0,0
23833,0,0
23834,0.0839,0.149
23836,0.116,0.191
23837,0,0
23838,0,0
23839,0,0
23840,0,0
23841,0,0
23842,0.00147,0.00374
23843,0,0
23844,0,0
23845,0,0
23846,0,0
23847,0,0
23850,0,0
23851,0.00524,0.0538
23856,0,0
23857,0,0
23860,0.0339,0.0804
23866,0,0
23867,0,0
23868,0,0
23870,0,0
23872,0,0
23874,0,0
23875,0.000889,0.00563
23876,0,0
23878,0,0
23879,0,0
23881,0.032,0.069
23882,0,0
23883,0.0472,0.0757
23884,0,0
23885,0,0
23887,0,0
23888,0,0
23889,0,0
23890,0,0
23891,0,0
23893,0,0
23894,0,0
23897,0,0
23898,0,0
23899,0.0189,0.0409
23901,0,0
23909,0,0
23915,0,0
23917,0,0
23919,0,0
23920,0,0
23921,0,0
23922,0,0
23923,0,0
23924,0,0
23927,0,0
23930,0,0
23934,0,0
23936,0,0
23937,0,0
23938,0,0
23942,0,0
23943,0,0
23944,0,0
23947,0,0
23950,0,0
23952,0,0
23954,0,0
23955,0,0
23958,0,0
23959,0,0
23960,0,0
23962,0,0
23963,0,0
23964,0,0
23966,0,0
23967,0,0
23968,0,0
23970,0,0
23974,0,0
23976,0,0
24011,0,0
24012,0,0
24013,0,0
24014,0,0
24015,0,0
24016,0,0
24017,0,0
24018,0,0
24019,0,0
24020,0,0
24022,0,0
24053,0,0
24054,0,0
24055,0,0
24058,0,0
24059,0,0
24060,0,0
24061,0,0
24064,0,0
24065,0,0
24066,0,0
24067,0,0
24069,0,0
24070,0,0
24072,0,0
24073,0,0
24076,0,0
24077,0,0
24078,0,0
24079,0,0
24082,0,0
24083,0,0
24084,0,0
24085,0,0
24086,0,0
24087,0,0
24088,0,0
24089,0,0
24090,0,0
24091,0,0
24092,0,0
24093,0,0
24095,0,0
24101,0,0
24102,0,0
24104,0,0
24105,0,0
24112,0,0
24120,0,0
24121,0,0
24122,0,0
24124,0,0
24127,0,0
24128,0,0
24129,0,0
24131,0,0
24132,0,0
24133,0,0
24134,0,0
24136,0,0
24137,0,0
24138,0,0
24139,0,0
24141,0,0
24142,0,0
24147,0,0
24148,0,0
24149,0,0
24150,0,0
24151,0,0
24153,0,0
24161,0,0
24162,0,0
24165,0,0
24167,0,0
24168,0,0
24171,0,0
24174,0,0
24175,0,0
24176,0,0
24179,0,0
24184,0,0
24185,0,0
24201,0,0
24202,0,0
24210,0,0
24211,0,0
24216,0,0
24217,0,0
24219,0,0
24220,0,0
24221,0,0
24224,0,0
24225,0,0
24226,0,0
24228,0,0
24230,0,0
24236,0,0
24237,0,0
24239,0,0
24243,0,0
24244,0,0
24245,0,0
24246,0,0
24248,0,0
24250,0,0
24251,0,0
24256,0,0
24258,0,0
24260,0,0
24263,0,0
24265,0,0
24266,0,0
24269,0,0
24270,0,0
24271,0,0
24272,0,0
24273,0,0
24277,0,0
24279,0,0
24280,0,0
24281,0,0
24282,0,0
24283,0,0
24290,0,0
24292,0,0
24293,0,0
24301,0,0
24311,0,0
24312,0,0
24313,0,0
24314,0,0
24315,0,0
24316,0,0
24317,0,0
24318,0,0
24319,0,0
24322,0,0
24323,0,0
24324,0,0
24325,0,0
24326,0,0
24327,0,0
24328,0,0
24330,0,0
24333,0,0
24340,0,0
24343,0,0
24347,0,0
24348,0,0
24350,0,0
24351,0,0
24352,0,0
24354,0,0
24360,0,0
24361,0,0
24363,0,0
24366,0,0
24368,0,0
24370,0,0
24374,0,0
24375,0,0
24377,0,0
24378,0,0
24380,0,0
24381,0,0
24382,0,0
24401,0,0
24411,0,0
24412,0,0
24413,0,0
24415,0,0
24416,0,0
24421,0,0
24422,0,0
24426,0,0
24430,0,0
24431,0,0
24432,0,0
24433,0,0
24435,0,0
24437,0,0
24439,0,0
24440,0,0
24441,0,0
24442,0,0
24445,0,0
24448,0,0
24450,0,0
24457,0,0
24458,0,0
24459,0,0
24460,0,0
24464,0,0
24465,0,0
24467,0,0
24469,0,0
24471,0,0
24472,0,0
24473,0,0
24474,0,0
24476,0,0
24477,0,0
24479,0,0
24482,0,0
24483,0,0
24484,0,0
24485,0,0
24486,0,0
24487,0,0
24501,0,0
24502,0,0
24503,0,0
24504,0,0
24515,0,0
24517,0,0
24520,0,0
24521,0,0
24522,0,0
24523,0,0
24526,0,0
24527,0,0
24528,0,0
24529,0,0
24530,0,0
24531,0,0
24534,0,0
24536,0,0
24538,0,0
24539,0,0
24540,0,0
24541,0,0
24549,0,0
24550,0,0
24551,0,0
24553,0,0
24554,0,0
24555,0,0
24556,0,0
24557,0,0
24558,0,0
24562,0,0
24563,0,0
24565,0,0
24566,0,0
24569,0,0
24570,0,0
24571,0,0
24572,0,0
24574,0,0
24577,0,0
24578,0,0
24579,0,0
24580,0,0
24581,0,0
24586,0,0
24588,0,0
24589,0,0
24590,0,0
24592,0,0
24593,0,0
24594,0,0
24595,0,0
24597,0,0
24598,0,0
24599,0,0
24601,0,0
24602,0,0
24603,0,0
24604,0,0
24605,0,0
24606,0,0
24607,0,0
24609,0,0
24612,0,0
24613,0,0
24614,0,0
24620,0,0
24622,0,0
24630,0,0
24631,0,0
24634,0,0
24635,0,0
24637,0,0
24639,0,0
24641,0,0
24646,0,0
24649,0,0
24651,0,0
24656,0,0
24657,0,0
24701,0,0
24712,0,0
24714,0,0
24715,0,0
24716,0,0
24719,0,0
24724,0,0
24726,0,0
24729,0,0
24731,0,0
24733,0,0
24736,0,0
24737,0,0
24738,0,0
24739,0,0
24740,0,0
24747,0,0
24801,0,0
24808,0,0
24811,0,0
24813,0,0
24815,0,0
24816,0,0
24817,0,0
24818,0,0
24822,0,0
24823,0,0
24826,0,0
24827,0,0
24828,0,0
24830,0,0
24831,0,0
24834,0,0
24836,0,0
24839,0,0
24843,0,0
24844,0,0
24845,0,0
24846,0,0
24847,0,0
24848,0,0
24849,0,0
24850,0,0
24851,0,0
24853,0,0
24854,0,0
24855,0,0
24857,0,0
24860,0,0
24861,0,0
24862,0,0
24866,0,0
24867,0,0
24868,0,0
24869,0,0
24870,0,0
24871,0,0
24872,0,0
24873,0,0
24874,0,0
24878,0,0
24879,0,0
24880,0,0
24881,0,0
24882,0,0
24884,0,0
24887,0,0
24888,0,0
24892,0,0
24894,0,0
24895,0,0
24898,0,0
24901,0,0
24910,0,0
24915,0,0
24916,0,0
24918,0,0
24920,0,0
24924,0,0
24925,0,0
24927,0,0
24931,0,0
24934,0,0
24935,0,0
24938,0,0
24941,0,0
24943,0,0
24944,0,0
24945,0,0
24946,0,0
24951,0,0
24954,0,0
24957,0,0
24962,0,0
24963,0,0
24966,0,0
24970,0,0
24974,0,0
24976,0,0
24977,0,0
24981,0,0
24983,0,0
24984,0,0
24985,0,0
24986,0,0
24991,0,0
24993,0,0
25002,0,0
25003,0,0
25005,0,0
25007,0,0
25008,0,0
25009,0,0
25011,0,0
25015,0,0
25019,0,0
25021,0,0
25022,0,0
25024,0,0
25025,0,0
25028,0,0
25030,0,0
25031,0,0
25033,0,0
25035,0,0
25036,0,0
25039,0,0
25040,0,0
25043,0,0
25044,0,0
25045,0,0
25047,0,0
25048,0,0
25049,0,0
25051,0,0
25053,0,0
25054,0,0
25057,0,0
25059,0,0
25060,0,0
25061,0,0
25062,0,0
25063,0,0
25064,0,0
25067,0,0
25070,0,0
25071,0,0
25075,0,0
25076,0,0
25081,0,0
25082,0,0
25083,0,0
25085,0,0
25086,0,0
25088,0,0
25090,0,0
25093,0,0
25102,0,0
25103,0,0
25106,0,0
25107,0,0
25108,0,0
25109,0,0
25110,0,0
25111,0,0
25112,0,0
25113,0,0
25114,0,0
25115,0,0
25118,0,0
25119,0,0
25121,0,0
25123,0,0
25124,0,0
25125,0,0
25126,0,0
25130,0,0
25132,0,0
25133,0,0
25134,0,0
25136,0,0
25139,0,0
25140,0,0
25141,0,0
25142,0,0
25143,0,0
25148,0,0
25149,0,0
25152,0,0
25154,0,0
25156,0,0
25159,0,0
25160,0,0
25161,0,0
25162,0,0
25164,0,0
25165,0,0
25168,0,0
25169,0,0
25173,0,0
25174,0,0
25177,0,0
25180,0,0
25181,0,0
25183,0,0
25185,0,0
25186,0,0
25187,0,0
25193,0,0
25201,0,0
25202,0,0
25203,0,0
25204,0,0
25205,0,0
25206,0,0
25208,0,0
25209,0,0
25211,0,0
25213,0,0
25214,0,0
25231,0,0
25234,0,0
25235,0,0
25239,0,0
25241,0,0
25243,0,0
25244,0,0
25245,0,0
25247,0,0
25248,0,0
25251,0,0
25252,0,0
25253,0,0
25259,0,0
25260,0,0
25261,0,0
25262,0,0
25264,0,0
25265,0,0
25266,0,0
25267,0,0
25268,0,0
25270,0,0
25271,0,0
25275,0,0
25276,0,0
25285,0,0
25286,0,0
25287,0,0
25301,0,0
25302,0,0
25303,0,0
25304,0,0
25305,0,0
25306,0,0
25309,0,0
25311,0,0
25312,0,0
25313,0,0
25314,0,0
25315,0,0
25320,0,0
25387,0,0
25401,0,0
25403,0,0
25404,0,0
25405,0,0
25411,0,0
25413,0,0
25414,0,0
25419,0,0
25420,0,0
25421,0,0
25422,0,0
25425,0,0
25427,0,0
25428,0,0
25430,0,0
25431,0,0
25432,0,0
25434,0,0
25437,0,0
25438,0,0
25442,0,0
25443,0,0
25444,0,0
25446,0,0
25501,0,0
25502,0,0
25503,0,0
25504,0,0
25505,0,0
25506,0,0
25507,0,0
25508,0,0
25510,0,0
25511,0,0
25512,0,0
25514,0,0
25515,0,0
25517,0,0
25520,0,0
25521,0,0
25523,0,0
25524,0,0
25526,0,0
25529,0,0
25530,0,0
25534,0,0
25535,0,0
25537,0,0
25540,0,0
25541,0,0
25544,0,0
25545,0,0
25547,0,0
25550,0,0
25555,0,0
25557,0,0
25559,0,0
25560,0,0
25564,0,0
25565,0,0
25567,0,0
25570,0,0
25571,0,0
25573,0,0
25601,0,0
25606,0,0
25607,0,0
25608,0,0
25611,0,0
25612,0,0
25617,0,0
25621,0,0
25624,0,0
25625,0,0
25628,0,0
25630,0,0
25632,0,0
25634,0,0
25635,0,0
25637,0,0
25638,0,0
25639,0,0
25644,0,0
25646,0,0
25647,0,0
25649,0,0
25650,0,0
25651,0,0
25652,0,0
25653,0,0
25654,0,0
25661,0,0
25666,0,0
25667,0,0
25669,0,0
25670,0,0
25671,0,0
25672,0,0
25674,0,0
25676,0,0
25678,0,0
25685,0,0
25688,0,0
25690,0,0
25692,0,0
25696,0,0
25699,0,0
25701,0,0
25702,0,0
25703,0,0
25704,0,0
25705,0,0
25755,0,0
25801,0,0
25810,0,0
25811,0,0
25812,0,0
25813,0,0
25817,0,0
25818,0,0
25820,0,0
25823,0,0
25825,0,0
25826,0,0
25827,0,0
25831,0,0
25832,0,0
25836,0,0
25837,0,0
25839,0,0
25840,0,0
25841,0,0
25843,0,0
25844,0,0
25845,0,0
25846,0,0
25848,0,0
25849,0,0
25851,0,0
25853,0,0
25854,0,0
25855,0,0
25857,0,0
25862,0,0
25864,0,0
25865,0,0
25866,0,0
25868,0,0
25870,0,0
25871,0,0
25873,0,0
25875,0,0
25876,0,0
25878,0,0
25879,0,0
25880,0,0
25882,0,0
25901,0,0
25902,0,0
25904,0,0
25907,0,0
25908,0,0
25909,0,0
25911,0,0
25913,0,0
25915,0,0
25916,0,0
25917,0,0
25918,0,0
25920,0,0
25921,0,0
25922,0,0
25928,0,0
25932,0,0
25936,0,0
25938,0,0
25942,0,0
25943,0,0
25951,0,0
25958,0,0
25962,0,0
25966,0,0
25969,0,0
25971,0,0
25972,0,0
25976,0,0
25977,0,0
25978,0,0
25979,0,0
25981,0,0
25984,0,0
25985,0,0
25986,0,0
25989,0,0
26003,0,0
26030,0,0
26031,0,0
26032,0,0
26033,0,0
26034,0,0
26035,0,0
26036,0,0
26037,0,0
26038,0,0
26039,0,0
26040,0,0
26041,0,0
26047,0,0
26050,0,0
26055,0,0
26056,0,0
26058,0,0
26059,0,0
26060,0,0
26062,0,0
26070,0,0
26074,0,0
26075,0,0
26101,0,0
26104,0,0
26105,0,0
26133,0,0
26134,0,0
26136,0,0
26137,0,0
26138,0,0
26141,0,0
26142,0,0
26143,0,0
26146,0,0
26147,0,0
26148,0,0
26149,0,0
26150,0,0
26151,0,0
26152,0,0
26155,0,0
26159,0,0
26160,0,0
26161,0,0
26162,0,0
26164,0,0
26167,0,0
26169,0,0
26170,0,0
26175,0,0
26178,0,0
26180,0,0
26181,0,0
26184,0,0
26187,0,0
26201,0,0
26202,0,0
26203,0,0
26205,0,0
26206,0,0
26208,0,0
26209,0,0
26210,0,0
26215,0,0
26217,0,0
26218,0,0
26222,0,0
26224,0,0
26228,0,0
26230,0,0
26234,0,0
26236,0,0
26237,0,0
26238,0,0
26241,0,0
26250,0,0
26253,0,0
26254,0,0
26257,0,0
26259,0,0
26260,0,0
26261,0,0
26263,0,0
26264,0,0
26266,0,0
26267,0,0
26268,0,0
26269,0,0
26270,0,0
26271,0,0
26273,0,0
26275,0,0
26276,0,0
26278,0,0
26280,0,0
26282,0,0
26283,0,0
26285,0,0
26287,0,0
26288,0,0
26289,0,0
26291,0,0
26292,0,0
26293,0,0
26294,0,0
26296,0,0
26298,0,0
26301,0,0
26320,0,0
26321,0,0
26323,0,0
26325,0,0
26327,0,0
26330,0,0
26335,0,0
26337,0,0
26338,0,0
26339,0,0
26342,0,0
26343,0,0
26346,0,0
26347,0,0
26348,0,0
26349,0,0
26351,0,0
26354,0,0
26361,0,0
26362,0,0
26366,0,0
26369,0,0
26372,0,0
26374,0,0
26376,0,0
26377,0,0
26378,0,0
26384,0,0
26385,0,0
26386,0,0
26404,0,0
26405,0,0
26408,0,0
26410,0,0
26411,0,0
26412,0,0
26415,0,0
26416,0,0
26419,0,0
26421,0,0
26422,0,0
26424,0,0
26425,0,0
26426,0,0
26430,0,0
26431,0,0
26435,0,0
26436,0,0
26437,0,0
26438,0,0
26440,0,0
26443,0,0
26444,0,0
26447,0,0
26448,0,0
26451,0,0
26452,0,0
26456,0,0
26463,0,0
26501,0,0
26505,0,0
26506,0,0
26508,0,0
26519,0,0
26520,0,0
26521,0,0
26524,0,0
26525,0,0
26534,0,0
26537,0,0
26541,0,0
26542,0,0
26543,0,0
26544,0,0
26546,0,0
26547,0,0
26554,0,0
26559,0,0
26560,0,0
26562,0,0
26563,0,0
26568,0,0
26570,0,0
26571,0,0
26572,0,0
26574,0,0
26575,0,0
26576,0,0
26581,0,0
26582,0,0
26585,0,0
26586,0,0
26587,0,0
26588,0,0
26590,0,0
26591,0,0
26601,0,0
26610,0,0
26611,0,0
26615,0,0
26617,0,0
26619,0,0
26621,0,0
26623,0,0
26624,0,0
26627,0,0
26629,0,0
26631,0,0
26636,0,0
26638,0,0
26651,0,0
26656,0,0
26660,0,0
26662,0,0
26667,0,0
26671,0,0
26676,0,0
26678,0,0
26679,0,0
26680,0,0
26681,0,0
26684,0,0
26690,0,0
26691,0,0
26704,0,0
26705,0,0
26707,0,0
26710,0,0
26711,0,0
26714,0,0
26716,0,0
26717,0,0
26719,0,0
26720,0,0
26722,0,0
26726,0,0
26731,0,0
26739,0,0
26743,0,0
26750,0,0
26753,0,0
26755,0,0
26757,0,0
26761,0,0
26763,0,0
26764,0,0
26767,0,0
26801,0,0
26802,0,0
26804,0,0
26807,0,0
26808,0,0
26810,0,0
26812,0,0
26814,0,0
26815,0,0
26817,0,0
26818,0,0
26823,0,0
26833,0,0
26836,0,0
26838,0,0
26845,0,0
26847,0,0
26851,0,0
26852,0,0
26855,0,0
26865,0,0
26866,0,0
26884,0,0
26886,0,0
27006,0,0
27007,0,0
27009,0,0
27011,0,0
27012,0,0
27013,0,0
27014,0,0
27016,0,0
27017,0,0
27018,0,0
27019,0,0
27020,0,0
27021,0,0
27022,0,0
27023,0,0
27024,0,0
27025,0,0
27027,0,0
27028,0,0
27030,0,0
27040,0,0
27041,0,0
27042,0,0
27043,0,0
27045,0,0
27046,0,0
27047,0,0
27048,0,0
27050,0,0
27051,0,0
27052,0,0
27053,0,0
27054,0,0
27055,0,0
27101,0,0
27103,0,0
27104,0,0
27105,0,0
27106,0,0
27107,0,0
27109,0,0
27110,0,0
27127,0,0
27201,0,0
27202,0,0
27203,0,0
27205,0,0
27207,0,0
27208,0,0
27209,0,0
27212,0,0
27213,0,0
27214,0,0
27215,0,0
27217,0,0
27229,0,0
27231,0,0
27233,0,0
27235,0,0
27239,0,0
27242,0,0
27243,0,0
27244,0,0
27247,0,0
27248,0,0
27249,0,0
27252,0,0
27253,0,0
27256,0,0
27258,0,0
27259,0,0
27260,0,0
27262,0,0
27263,0,0
27265,0,0
27268,0,0
27278,0,0
27281,0,0
27282,0,0
27283,0,0
27284,0,0
27288,0,0
27291,0,0
27292,0,0
27295,0,0
27298,0,0
27299,0,0
27301,0,0
27302,0,0
27305,0,0
27306,0,0
27310,0,0
27311,0,0
27312,0,0
27313,0,0
27314,0,0
27315,0,0
27316,0,0
27317,0,0
27320,0,0
27325,0,0
27326,0,0
27330,0,0
27332,0,0
27340,0,0
27341,0,0
27342,0,0
27343,0,0
27344,0,0
27349,0,0
27350,0,0
27351,0,0
27355,0,0
27356,0,0
27357,0,0
27358,0,0
27360,0,0
27370,0,0
27371,0,0
27374,0,0
27376,0,0
27377,0,0
27379,0,0
27401,0,0
27403,0,0
27405,0,0
27406,0,0
27407,0,0
27408,0,0
27409,0,0
27410,0,0
27411,0,0
27412,0,0
27455,0,0
27501,0,0
27502,0,0
27503,0,0
27504,0,0
27505,0,0
27506,0,0
27507,0,0
27508,0,0
27509,0,0
27510,0,0
27511,0,0
27513,0,0
27514,0,0
27516,0,0
27517,0,0
27518,0,0
27519,0,0
27520,0,0
27521,0,0
27522,0,0
27523,0,0
27524,0,0
27525,0,0
27526,0,0
27527,0,0
27529,0,0
27530,0,0
27531,0,0
27533,0,0
27534,0,0
27536,0,0
27537,0,0
27539,0,0
27540,0,0
27541,0,0
27542,0,0
27544,0,0
27545,0,0
27546,0,0
27549,0,0
27551,0,0
27553,0,0
27555,0,0
27556,0,0
27557,0,0
27559,0,0
27560,0,0
27562,0,0
27563,0,0
27565,0,0
27568,0,0
27569,0,0
27570,0,0
27571,0,0
27572,0,0
27573,0,0
27574,0,0
27576,0,0
27577,0,0
27581,0,0
27582,0,0
27583,0,0
27584,0,0
27587,0,0
27589,0,0
27591,0,0
27592,0,0
27593,0,0
27594,0,0
27596,0,0
27597,0,0
27599,0,0
27601,0,0
27603,0,0
27604,0,0
27605,0,0
27606,0,0
27607,0,0
27608,0,0
27609,0,0
27610,0,0
27612,0,0
27613,0,0
27614,0,0
27615,0,0
27616,0,0
27617,0,0
27695,0,0
27697,0,0
27701,0,0
27703,0,0
27704,0,0
27705,0,0
27707,0,0
27708,0,0
27709,0,0
27712,0,0
27713,0,0
27801,0,0
27803,0,0
27804,0,0
27805,0,0
27806,0.224,0.717
27807,0,0
27808,0.114,0.904
27809,0,0
27810,0.365,0.98
27812,0,0
27813,0,0
27814,0.0396,0.128
27815,0,0
27816,0,0
27817,0.0896,0.109
